Behavior_x,Total Duration(s)_x,Type_x,filename,Behavior_y,Total Duration(s)_y,Type_y,Behavior,Total Duration(s),Type
Odour3.1,27.5,,C:\Users\Sevda\Downloads\ml_paper\c9-tdo43-reassessment\combined\extra3\manual scores\all manual scores\1640170700852_000000_20211222NWFC9ORF31D_STATS.csv,Odour3.2,4.2,,Odour3.3,4.1,
Odour3.1,14.2,,C:\Users\Sevda\Downloads\ml_paper\c9-tdo43-reassessment\combined\extra3\manual scores\all manual scores\1640170756532_000000_20211222NWFC9ORF42A_STATS.csv,Odour3.2,0.0,,Odour3.3,0.0,
Odour3.1,12.2,,C:\Users\Sevda\Downloads\ml_paper\c9-tdo43-reassessment\combined\extra3\manual scores\all manual scores\1640176217569_000000_20211222NFWC9ORF14E_STATS.csv,Odour3.2,13.1,,Odour3.3,13.9,
Odour3.1,25.8,,C:\Users\Sevda\Downloads\ml_paper\c9-tdo43-reassessment\combined\extra3\manual scores\all manual scores\1640178362672_000000_20211222WFNC9ORF32D_STATS.csv,Odour3.2,9.5,,Odour3.3,0.0,
Odour3.1,30.9,,C:\Users\Sevda\Downloads\ml_paper\c9-tdo43-reassessment\combined\extra3\manual scores\all manual scores\1640178404117_000000_20211222WFNC9ORF51C_STATS.csv,Odour3.2,10.5,,Odour3.3,0.0,
Odour3.1,11.6,,C:\Users\Sevda\Downloads\ml_paper\c9-tdo43-reassessment\combined\extra3\manual scores\all manual scores\1643710387214_000000_20220201NWFC9ORF61c_STATS.csv,Odour3.2,10.0,,Odour3.3,10.9,
Odour3.1,23.5,,C:\Users\Sevda\Downloads\ml_paper\c9-tdo43-reassessment\combined\extra3\manual scores\all manual scores\1643710413634_000000_20220201NWFC9ORF62f_STATS.csv,Odour3.2,27.4,,Odour3.3,15.9,
Odour3.1,4.7,,C:\Users\Sevda\Downloads\ml_paper\c9-tdo43-reassessment\combined\extra3\manual scores\all manual scores\1643710473231_000000_20220201FNWC9ORF41b_STATS.csv,Odour3.2,0.0,,Odour3.3,0.0,
Odour3.1,9.0,,C:\Users\Sevda\Downloads\ml_paper\c9-tdo43-reassessment\combined\extra3\manual scores\all manual scores\1643715065534_000000_20220201FNWC9ORF62c_STATS.csv,Odour3.2,0.0,,Odour3.3,0.0,
Odour3.1,16.7,,C:\Users\Sevda\Downloads\ml_paper\c9-tdo43-reassessment\combined\extra3\manual scores\all manual scores\1643715125135_000000_20220201FNWC9ORF81b_STATS.csv,Odour3.2,0.0,,Odour3.3,0.8,
Odour3.1,17.5,,C:\Users\Sevda\Downloads\ml_paper\c9-tdo43-reassessment\combined\extra3\manual scores\all manual scores\1643715240372_000000_20220201NFWC9ORF72c_STATS.csv,Odour3.2,0.0,,Odour3.3,0.0,
Odour3.1,19.1,,C:\Users\Sevda\Downloads\ml_paper\c9-tdo43-reassessment\combined\extra3\manual scores\all manual scores\1643715268189_000000_20220201NFWC9ORF72e_STATS.csv,Odour3.2,3.7,,Odour3.3,0.5,
Odour3.1,13.8,,C:\Users\Sevda\Downloads\ml_paper\c9-tdo43-reassessment\combined\extra3\manual scores\all manual scores\1643715291621_000000_20220201NFWC9ORF72g_STATS.csv,Odour3.2,2.8,,Odour3.3,3.8,
Odour3.1,0.0,,C:\Users\Sevda\Downloads\ml_paper\c9-tdo43-reassessment\combined\extra3\manual scores\all manual scores\1643794722468_000000_20220202WFNC9ORF71d_STATS.csv,Odour3.2,10.5,,Odour3.3,15.5,
Odour3.1,44.0,,C:\Users\Sevda\Downloads\ml_paper\c9-tdo43-reassessment\combined\extra3\manual scores\all manual scores\1643794787463_000000_20220202WFNC9ORF42a_STATS.csv,Odour3.2,20.2,,Odour3.3,8.1,
Odour3.1,25.4,,C:\Users\Sevda\Downloads\ml_paper\c9-tdo43-reassessment\combined\extra3\manual scores\all manual scores\1643794843840_000000_20220202WFNC9ORF62c_STATS.csv,Odour3.2,21.5,,Odour3.3,11.5,
Odour3.1,22.1,,C:\Users\Sevda\Downloads\ml_paper\c9-tdo43-reassessment\combined\extra3\manual scores\all manual scores\1643797213673_000000_20220202NWFC9ORF61f_STATS.csv,Odour3.2,2.5,,Odour3.3,0.0,
Odour3.1,31.6,,C:\Users\Sevda\Downloads\ml_paper\c9-tdo43-reassessment\combined\extra3\manual scores\all manual scores\1643797340651_000000_20220202NWFC9ORF72h_STATS.csv,Odour3.2,13.6,,Odour3.3,13.5,
Odour3.1,10.4,,C:\Users\Sevda\Downloads\ml_paper\c9-tdo43-reassessment\combined\extra3\manual scores\all manual scores\1643797455410_000000_20220202NFWC9ORF61a_STATS.csv,Odour3.2,4.0,,Odour3.3,2.0,
Odour3.1,12.0,,C:\Users\Sevda\Downloads\ml_paper\c9-tdo43-reassessment\combined\extra3\manual scores\all manual scores\1643797482579_000000_20220202NFWC9ORF62a_STATS.csv,Odour3.2,9.2,,Odour3.3,8.3,
Odour3.1,65.5,,C:\Users\Sevda\Downloads\ml_paper\c9-tdo43-reassessment\combined\extra3\manual scores\all manual scores\1645002557994_000000_20220216NWFTDP4312b_STATS.csv,Odour3.2,33.6,,Odour3.3,29.8,
Odour3.1,30.4,,C:\Users\Sevda\Downloads\ml_paper\c9-tdo43-reassessment\combined\extra3\manual scores\all manual scores\1645002629680_000000_20220216NWFTDP4323c_STATS.csv,Odour3.2,15.9,,Odour3.3,8.6,
Odour3.1,31.1,,C:\Users\Sevda\Downloads\ml_paper\c9-tdo43-reassessment\combined\extra3\manual scores\all manual scores\1645002664740_000000_20220216NWFTDP4342e_STATS.csv,Odour3.2,18.5,,Odour3.3,11.3,
Odour3.1,31.1,,C:\Users\Sevda\Downloads\ml_paper\c9-tdo43-reassessment\combined\extra3\manual scores\all manual scores\1645002721824_000000_20220216NFWTDP4312e_STATS.csv,Odour3.2,4.0,,Odour3.3,4.9,
Odour3.1,1.9,,C:\Users\Sevda\Downloads\ml_paper\c9-tdo43-reassessment\combined\extra3\manual scores\all manual scores\1645002760785_000000_20220216NFWTDP4324c_STATS.csv,Odour3.2,5.6,,Odour3.3,4.3,
Odour3.1,32.5,,C:\Users\Sevda\Downloads\ml_paper\c9-tdo43-reassessment\combined\extra3\manual scores\all manual scores\1645002792388_000000_20220216NFWTDP4342b_STATS.csv,Odour3.2,8.4,,Odour3.3,4.0,
Odour3.1,0.0,,C:\Users\Sevda\Downloads\ml_paper\c9-tdo43-reassessment\combined\extra3\manual scores\all manual scores\1645005524338_000000_20220216FNWTDP4323b_STATS.csv,Odour3.2,0.0,,Odour3.3,0.0,
Odour3.1,17.7,,C:\Users\Sevda\Downloads\ml_paper\c9-tdo43-reassessment\combined\extra3\manual scores\all manual scores\1645005796620_000000_120220216WFNTDP4362d_STATS.csv,Odour3.2,5.4,,Odour3.3,3.1,
Odour3.1,29.2,,C:\Users\Sevda\Downloads\ml_paper\c9-tdo43-reassessment\combined\extra3\manual scores\all manual scores\1645005820655_000000_120220216WFNTDP4382c_STATS.csv,Odour3.2,0.0,,Odour3.3,0.0,
Odour3.1,22.7,,C:\Users\Sevda\Downloads\ml_paper\c9-tdo43-reassessment\combined\extra3\manual scores\all manual scores\1645010806237_000000_120220216FNWTDP4323g_STATS.csv,Odour3.2,2.0,,Odour3.3,5.3,
Odour3.1,7.1,,C:\Users\Sevda\Downloads\ml_paper\c9-tdo43-reassessment\combined\extra3\manual scores\all manual scores\1645010829962_000000_120220216FNWTDP4333i_STATS.csv,Odour3.2,0.4,,Odour3.3,1.4,
Odour3.1,21.1,,C:\Users\Sevda\Downloads\ml_paper\c9-tdo43-reassessment\combined\extra3\manual scores\all manual scores\1645010914730_000000_120220216NWFTDP4323f_STATS.csv,Odour3.2,0.3,,Odour3.3,0.0,
Odour3.1,0.0,,C:\Users\Sevda\Downloads\ml_paper\c9-tdo43-reassessment\combined\extra3\manual scores\all manual scores\1645010941753_000000_120220216NWFTDP4333h_STATS.csv,Odour3.2,0.0,,Odour3.3,0.0,
Odour3.1,23.1,,C:\Users\Sevda\Downloads\ml_paper\c9-tdo43-reassessment\combined\extra3\manual scores\all manual scores\1645010974796_000000_120220216NWFTDP4351g_STATS.csv,Odour3.2,6.1,,Odour3.3,0.0,
Odour3.1,70.8,,C:\Users\Sevda\Downloads\ml_paper\c9-tdo43-reassessment\combined\extra3\manual scores\all manual scores\1645013391217_000000_120220216NWFTDP4371e_STATS.csv,Odour3.2,46.3,,Odour3.3,7.5,
Odour3.1,23.0,,C:\Users\Sevda\Downloads\ml_paper\c9-tdo43-reassessment\combined\extra3\manual scores\all manual scores\1645092945395_000000_20220217NFWTDP4333m_STATS.csv,Odour3.2,19.3,,Odour3.3,33.0,
Odour3.1,17.1,,C:\Users\Sevda\Downloads\ml_paper\c9-tdo43-reassessment\combined\extra3\manual scores\all manual scores\1645092997309_000000_20220217NFWTDP4392f_STATS.csv,Odour3.2,3.1,,Odour3.3,4.6,
Odour3.1,12.0,,C:\Users\Sevda\Downloads\ml_paper\c9-tdo43-reassessment\combined\extra3\manual scores\all manual scores\1645095153167_000000_20220217WFNTDP4333n_STATS.csv,Odour3.2,4.1,,Odour3.3,6.1,
Odour3.1,4.1,,C:\Users\Sevda\Downloads\ml_paper\c9-tdo43-reassessment\combined\extra3\manual scores\all manual scores\1645095205581_000000_20220217WFNTDP4392c_STATS.csv,Odour3.2,0.0,,Odour3.3,0.0,
Odour3.1,37.0,,C:\Users\Sevda\Downloads\ml_paper\c9-tdo43-reassessment\combined\extra3\manual scores\all manual scores\1671611841850_000000_20221221NWFC9ORF31c_STATS.csv,Odour3.2,3.0,,Odour3.3,17.3,
Odour3.1,16.7,,C:\Users\Sevda\Downloads\ml_paper\c9-tdo43-reassessment\combined\extra3\manual scores\all manual scores\1671614382683_000000_20221221NFWC9ORF31d_STATS.csv,Odour3.2,0.9,,Odour3.3,2.2,
Odour3.1,21.9,,C:\Users\Sevda\Downloads\ml_paper\c9-tdo43-reassessment\combined\extra3\manual scores\all manual scores\1671614438865_000000_20221221NFWC9ORF42a_with chewingat1.2_STATS.csv,Odour3.2,11.4,,Odour3.3,2.0,
Odour3.1,36.9,,C:\Users\Sevda\Downloads\ml_paper\c9-tdo43-reassessment\combined\extra3\manual scores\all manual scores\1671614476569_000000_20221221FNWC9ORF31c_STATS.csv,Odour3.2,3.5,,Odour3.3,17.2,
Odour3.1,25.2,,C:\Users\Sevda\Downloads\ml_paper\c9-tdo43-reassessment\combined\extra3\manual scores\all manual scores\1671614539305_000000_20221221FNWC9ORF41a_STATS.csv,Odour3.2,45.5,,Odour3.3,10.5,
Odour3.1,25.0,,C:\Users\Sevda\Downloads\ml_paper\c9-tdo43-reassessment\combined\extra3\manual scores\all manual scores\1671614575601_000000_20221221FNWC9ORF31e_STATS.csv,Odour3.2,9.2,,Odour3.3,6.5,
Odour3.1,32.2,,C:\Users\Sevda\Downloads\ml_paper\c9-tdo43-reassessment\combined\extra3\manual scores\all manual scores\1671620561756_000000_20221221FNWC9ORF14e_3.3 all_STATS.csv,Odour3.2,39.0,,Odour3.3,13.0,
Odour3.1,26.4,,C:\Users\Sevda\Downloads\ml_paper\c9-tdo43-reassessment\combined\extra3\manual scores\all manual scores\1671620630811_000000_20221221NFWC9ORF22g_with hopper bite 2.2_STATS.csv,Odour3.2,3.8,,Odour3.3,10.9,
Odour3.1,8.8,,C:\Users\Sevda\Downloads\ml_paper\c9-tdo43-reassessment\combined\extra3\manual scores\all manual scores\1671620657662_000000_20221221NFWC9ORF22i_STATS.csv,Odour3.2,7.2,,Odour3.3,0.3,
Odour3.1,34.8,,C:\Users\Sevda\Downloads\ml_paper\c9-tdo43-reassessment\combined\extra3\manual scores\all manual scores\1671623696944_000000_20221221WFNC9ORF32e_STATS.csv,Odour3.2,38.0,,Odour3.3,10.0,
Odour3.1,7.8,,C:\Users\Sevda\Downloads\ml_paper\c9-tdo43-reassessment\combined\extra3\manual scores\all manual scores\1671623717486_000000_20221221WFNC9ORF32h_STATS.csv,Odour3.2,51.8,,Odour3.3,7.0,
Odour3.1,9.8,,C:\Users\Sevda\Downloads\ml_paper\c9-tdo43-reassessment\combined\extra3\manual scores\all manual scores\1671623738374_000000_20221221WFNC9ORF41c_STATS.csv,Odour3.2,4.9,,Odour3.3,0.0,
Odour3.1,33.9,,C:\Users\Sevda\Downloads\ml_paper\c9-tdo43-reassessment\combined\extra3\manual scores\all manual scores\1671623779451_000000_20221221FNWC9ORF32d_STATS.csv,Odour3.2,34.6,,Odour3.3,17.6,
Odour3.1,42.8,,C:\Users\Sevda\Downloads\ml_paper\c9-tdo43-reassessment\combined\extra3\manual scores\all manual scores\1671623805350_000000_20221221WFNC9ORF51c_STATS.csv,Odour3.2,62.1,,Odour3.3,18.8,
Odour3.1,19.2,,C:\Users\Sevda\Downloads\ml_paper\c9-tdo43-reassessment\combined\extra3\manual scores\all manual scores\1671623827407_000000_20221221WFNC9ORF51d_STATS.csv,Odour3.2,1.7,,Odour3.3,17.7,
Odour3.1,11.5,,C:\Users\Sevda\Downloads\ml_paper\c9-tdo43-reassessment\combined\extra3\manual scores\all manual scores\1671698557029_000000_20222212FNWTDP4361a_STATS.csv,Odour3.2,7.6,,Odour3.3,0.7,
Odour3.1,10.4,,C:\Users\Sevda\Downloads\ml_paper\c9-tdo43-reassessment\combined\extra3\manual scores\all manual scores\1671698589150_000000_20222212FNWTDP4391a_STATS.csv,Odour3.2,4.5,,Odour3.3,6.2,
Odour3.1,17.1,,C:\Users\Sevda\Downloads\ml_paper\c9-tdo43-reassessment\combined\extra3\manual scores\all manual scores\1671700910553_000000_20222212NFWTDP4322d_STATS.csv,Odour3.2,2.1,,Odour3.3,5.3,
Odour3.1,13.8,,C:\Users\Sevda\Downloads\ml_paper\c9-tdo43-reassessment\combined\extra3\manual scores\all manual scores\1671700969130_000000_20222212NFWTDP4361c_STATS.csv,Odour3.2,1.5,,Odour3.3,1.1,
Odour3.1,0.7,,C:\Users\Sevda\Downloads\ml_paper\c9-tdo43-reassessment\combined\extra3\manual scores\all manual scores\1671701062352_000000_20222212NFWTDP4391g_STATS.csv,Odour3.2,2.9,,Odour3.3,1.8,
Odour3.1,0.0,,C:\Users\Sevda\Downloads\ml_paper\c9-tdo43-reassessment\combined\extra3\manual scores\all manual scores\1671706619369_000000_20222212WFNTDP4311b_STATS.csv,Odour3.2,0.0,,Odour3.3,34.5,
Odour3.1,40.7,,C:\Users\Sevda\Downloads\ml_paper\c9-tdo43-reassessment\combined\extra3\manual scores\all manual scores\1671709425764_000000_20222212WFNTDP4311f_STATS.csv,Odour3.2,35.1,,Odour3.3,46.8,
Odour3.1,8.7,,C:\Users\Sevda\Downloads\ml_paper\c9-tdo43-reassessment\combined\extra3\manual scores\all manual scores\1671709530848_000000_20222212NWFTDP4331c_STATS.csv,Odour3.2,3.9,,Odour3.3,0.0,
Odour3.1,16.7,,C:\Users\Sevda\Downloads\ml_paper\c9-tdo43-reassessment\combined\extra3\manual scores\all manual scores\1675941075620_000000_20230209NFWC9O71d_STATS.csv,Odour3.2,1.0,,Odour3.3,0.0,
Odour3.1,11.7,,C:\Users\Sevda\Downloads\ml_paper\c9-tdo43-reassessment\combined\extra3\manual scores\all manual scores\1675941125084_000000_20230209FNWC9O61a_STATS.csv,Odour3.2,1.7,,Odour3.3,7.7,
Odour3.1,21.3,,C:\Users\Sevda\Downloads\ml_paper\c9-tdo43-reassessment\combined\extra3\manual scores\all manual scores\1675943892048_000000_20230209FNWC9O62c_STATS.csv,Odour3.2,6.4,,Odour3.3,1.7,
Odour3.1,29.3,,C:\Users\Sevda\Downloads\ml_paper\c9-tdo43-reassessment\combined\extra3\manual scores\all manual scores\1677141755316_000000_20230223NWFTDP12b_STATS.csv,Odour3.2,16.5,,Odour3.3,14.1,
Odour3.1,20.0,,C:\Users\Sevda\Downloads\ml_paper\c9-tdo43-reassessment\combined\extra3\manual scores\all manual scores\1677142227995_000000_20230223NWFTDP23c_STATS.csv,Odour3.2,15.1,,Odour3.3,3.6,
Odour3.1,43.4,,C:\Users\Sevda\Downloads\ml_paper\c9-tdo43-reassessment\combined\extra3\manual scores\all manual scores\1677142291979_000000_20230223WFNTDP12e_STATS.csv,Odour3.2,11.1,,Odour3.3,8.1,
Odour3.1,41.2,,C:\Users\Sevda\Downloads\ml_paper\c9-tdo43-reassessment\combined\extra3\manual scores\all manual scores\1677142318225_000000_20230223WFNTDP24c_STATS.csv,Odour3.2,15.0,,Odour3.3,2.6,
Odour3.1,19.5,,C:\Users\Sevda\Downloads\ml_paper\c9-tdo43-reassessment\combined\extra3\manual scores\all manual scores\1677142681455_000000_20230223WFNTDP42b_STATS.csv,Odour3.2,26.8,,Odour3.3,4.8,
Odour3.1,56.6,,C:\Users\Sevda\Downloads\ml_paper\c9-tdo43-reassessment\combined\extra3\manual scores\all manual scores\1677150255589_000000_20230223WFNTDP82e_STATS.csv,Odour3.2,25.8,,Odour3.3,56.5,
Odour3.1,38.2,,C:\Users\Sevda\Downloads\ml_paper\c9-tdo43-reassessment\combined\extra3\manual scores\all manual scores\1677150284105_000000_20230223WFNTDP92f_STATS.csv,Odour3.2,9.9,,Odour3.3,38.6,
Odour3.1,0.4,,C:\Users\Sevda\Downloads\ml_paper\c9-tdo43-reassessment\combined\extra3\manual scores\all manual scores\1677150333334_000000_20230223FNWTDP33i_STATS.csv,Odour3.2,1.2,,Odour3.3,0.0,
Odour3.1,23.3,,C:\Users\Sevda\Downloads\ml_paper\c9-tdo43-reassessment\combined\extra3\manual scores\all manual scores\1677150417591_000000_20230223FNWTDP63f_STATS.csv,Odour3.2,5.8,,Odour3.3,2.4,
Odour3.1,9.0,,C:\Users\Sevda\Downloads\ml_paper\c9-tdo43-reassessment\combined\extra3\manual scores\all manual scores\1677152542625_000000_20230223NFWTDP33k_STATS.csv,Odour3.2,0.0,,Odour3.3,0.0,
Odour3.1,18.3,,C:\Users\Sevda\Downloads\ml_paper\c9-tdo43-reassessment\combined\extra3\manual scores\all manual scores\1677152566807_000000_20230223NFWTDP51j_STATS.csv,Odour3.2,8.4,,Odour3.3,2.8,
Odour3.1,12.9,,C:\Users\Sevda\Downloads\ml_paper\c9-tdo43-reassessment\combined\extra3\manual scores\all manual scores\1677152640243_000000_20230223NFWTDP33n_STATS.csv,Odour3.2,12.3,,Odour3.3,9.6,
